dit,rfc,lcom,ca,npm,lcom3,loc,dam,cbm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
1,10,45,13,10,2.0,10,0.0,0,False,False,0.43105336965874896,False,0.2,False,0.13974190658311994,RandomForest,RandomForest,False,0.2
2,17,36,2,7,1.125,72,0.0,6,True,True,0.8058705956756359,True,1.0,True,0.9464736896138318,RandomForest,RandomForest,True,1.0
2,35,114,1,18,0.855263158,359,0.625,6,True,True,0.9297397743963464,True,1.0,True,0.8562754995954744,RandomForest,RandomForest,True,1.0
1,1,0,1,1,2.0,1,0.0,0,False,False,0.0687862071446312,False,0.0,False,0.15433463558741936,RandomForest,RandomForest,False,0.0
1,1,0,13,1,2.0,1,0.0,0,False,False,0.06957287154124904,False,0.0,False,0.10361124539374708,RandomForest,RandomForest,False,0.0
2,22,0,7,8,0.35,180,1.0,6,True,False,0.43793579936559,False,0.5,True,0.5028583909497771,AdaBoost,AdaBoost,True,0.5028583909497771
1,2,1,19,2,2.0,2,0.0,0,False,False,0.07073327006742199,False,0.1,False,0.08954848687894319,RandomForest,RandomForest,False,0.1
2,24,46,1,10,0.818181818,141,0.5,6,True,True,0.8851373541143711,True,1.0,True,0.9603110914985208,RandomForest,RandomForest,True,1.0
3,29,171,1,19,1.0555555559999998,128,0.0,0,True,True,0.8258418411642251,True,0.6599999999999999,True,0.7490251248627452,RandomForest,RandomForest,True,0.6599999999999999
1,1,0,3,1,2.0,1,0.0,0,False,False,0.0666262855832301,False,0.0,False,0.06768698274424402,RandomForest,RandomForest,False,0.0
2,31,91,1,16,0.776470588,303,0.8,6,True,True,0.9284034832602748,True,1.0,True,0.9031606422095382,RandomForest,RandomForest,True,1.0
2,22,46,3,10,0.818181818,128,0.5,6,True,True,0.8812667523150844,True,1.0,True,0.954065022031696,RandomForest,RandomForest,True,1.0
1,4,1,2,1,2.0,39,0.0,0,False,False,0.06884094374050212,False,0.1,False,0.30727803781776225,RandomForest,RandomForest,False,0.1
2,46,25,8,11,0.957142857,366,0.14285714300000002,6,False,True,0.9320945242585228,True,0.9,True,0.7523042869797434,RandomForest,RandomForest,True,0.9
2,56,511,4,35,0.938063063,604,0.625,6,True,True,0.9852783750434808,True,0.9,True,0.7799100767160081,RandomForest,RandomForest,True,0.9
2,24,46,1,10,0.818181818,141,0.5,6,True,True,0.8851373541143711,True,1.0,True,0.9603110914985208,RandomForest,RandomForest,True,1.0
1,19,107,34,18,0.382352941,170,1.0,0,False,False,0.1629543885059817,False,0.4,False,0.17951746187721274,RandomForest,RandomForest,False,0.4
2,19,0,0,10,0.0,86,1.0,2,False,True,0.5806600854027678,True,0.6,True,0.6043697782383122,RandomForest,RandomForest,True,0.6
2,46,153,1,24,0.8,501,0.8888888890000001,6,True,True,0.9739806786909084,True,1.0,True,0.9255370787139932,RandomForest,RandomForest,True,1.0
2,21,49,2,9,0.975,108,0.25,6,True,True,0.8641916612212514,True,1.0,True,0.9493551468751872,RandomForest,RandomForest,True,1.0
1,300,2749,45,48,0.914285714,3446,1.0,0,True,True,0.9683012599126556,False,0.5,True,0.5072223549231032,RandomForest,RandomForest,False,0.5
1,8,15,2,6,1.2,139,0.0,0,True,False,0.4644328469104952,True,0.8,True,0.6425753161663624,RandomForest,RandomForest,True,0.8
2,14,45,2,10,1.111111111,67,0.333333333,0,True,True,0.5399524088612238,True,1.0,True,0.9444122178039992,RandomForest,RandomForest,True,1.0
2,24,253,1,23,2.0,49,0.0,2,False,True,0.5899522337890798,True,0.8,True,0.6610253392596009,RandomForest,RandomForest,True,0.8
4,8,6,2,4,2.0,20,0.0,0,False,True,0.5756279024993838,True,1.0,True,0.9101292957549456,RandomForest,RandomForest,True,1.0
2,64,312,1,32,0.909274194,614,0.8125,5,False,True,0.9802662467100504,True,0.6,True,0.5377536944087875,RandomForest,RandomForest,True,0.6
2,21,49,2,9,1.0,109,0.2,6,True,True,0.8590855133459366,True,1.0,True,0.9406111018230421,RandomForest,RandomForest,True,1.0
2,24,69,2,12,0.7692307690000001,155,0.666666667,6,True,True,0.8925021023823888,True,1.0,True,0.9468584023641168,RandomForest,RandomForest,True,1.0
1,14,19,3,6,0.611111111,71,1.0,0,False,False,0.09416085151880282,False,0.4,False,0.23749370892177765,RandomForest,RandomForest,False,0.4
2,18,33,2,9,0.8666666670000001,89,0.6,2,True,True,0.6118741464328444,True,0.9,True,0.8192859856563657,RandomForest,RandomForest,True,0.9
1,8,0,3,3,0.0,32,0.0,0,False,True,0.5208674991923831,False,0.2,False,0.13797999118041993,RandomForest,RandomForest,False,0.2
2,80,470,6,32,0.8634259259999999,866,0.833333333,6,True,True,0.9863236789342944,True,1.0,True,0.8655959183653962,RandomForest,RandomForest,True,1.0
1,15,21,1,11,0.533333333,90,1.0,0,False,False,0.11690195910028467,False,0.3,False,0.3755484599803984,RandomForest,RandomForest,False,0.3
3,153,3060,0,72,0.839059675,838,1.0,20,False,True,0.9998836763981974,False,0.0,True,0.5028642727723384,RandomForest,RandomForest,False,0.0
3,15,15,1,6,1.178378378,287,0.054054054,2,True,True,0.6960700062006366,True,0.7,True,0.5319167284150873,RandomForest,RandomForest,True,0.7
2,24,46,0,10,0.818181818,141,0.5,6,True,True,0.8857760991420448,True,1.0,True,0.9193562579184752,RandomForest,RandomForest,True,1.0
1,5,0,2,2,0.0,42,0.0,0,True,False,0.18060248856097386,False,0.0,False,0.1881781060377792,RandomForest,RandomForest,False,0.0
1,4,6,5,4,2.0,4,0.0,0,False,False,0.07667183822400153,False,0.0,False,0.13663731525612982,RandomForest,RandomForest,False,0.0
2,34,141,1,20,0.957393484,423,0.315789474,6,True,True,0.967040117544772,True,1.0,True,0.9177599886412796,RandomForest,RandomForest,True,1.0
1,10,1,1,0,2.0,82,0.0,0,False,False,0.07053952397267728,False,0.4,False,0.4475233416989417,RandomForest,RandomForest,False,0.4
2,12,22,1,7,0.8857142859999999,102,0.8,2,True,True,0.5710295621747113,True,0.9,True,0.8624886137021358,RandomForest,RandomForest,True,0.9
2,9,14,5,6,0.7857142859999999,73,0.0,0,False,False,0.2260002545909624,False,0.3,True,0.5194470233104761,RandomForest,RandomForest,False,0.3
1,141,651,3,7,0.766925638,1861,0.705882353,0,True,True,0.871702122498248,True,1.0,True,0.6908150019286228,RandomForest,RandomForest,True,1.0
2,35,1,1,16,0.670588235,276,0.8,6,True,True,0.9335348150841222,True,1.0,True,0.8344903611332215,RandomForest,RandomForest,True,1.0
1,19,0,7,8,0.642857143,333,0.5,0,True,False,0.16542110897647044,True,0.6,False,0.4635246505518593,RandomForest,RandomForest,True,0.6
1,1,0,6,1,2.0,1,0.0,0,False,False,0.061476177809689565,False,0.0,False,0.07070791510148071,RandomForest,RandomForest,False,0.0
2,41,82,1,22,0.766304348,438,0.875,6,True,True,0.9609808075786972,True,1.0,True,0.9460155745440978,RandomForest,RandomForest,True,1.0
1,16,4,1,4,0.333333333,82,0.0,0,True,False,0.18039951316482328,False,0.3,False,0.41213889946268345,RandomForest,RandomForest,False,0.3
2,29,43,2,9,0.85,154,0.5,6,True,True,0.8988328343148609,True,0.9,True,0.7806079084387373,RandomForest,RandomForest,True,0.9
2,21,43,2,9,0.85,117,0.0,6,True,True,0.8593313551877384,True,1.0,True,0.9040397225193746,RandomForest,RandomForest,True,1.0
2,21,49,2,9,0.933333333,107,0.333333333,6,True,True,0.8807605385365784,True,1.0,True,0.8965714790580602,RandomForest,RandomForest,True,1.0
2,60,255,1,36,0.924924925,801,0.518518519,6,True,True,0.9884934666747016,True,1.0,True,0.8000752364478116,RandomForest,RandomForest,True,1.0
2,101,665,1,41,0.836956522,997,1.0,18,False,True,0.6662723626473063,False,0.4,True,0.6221241448529394,RandomForest,RandomForest,False,0.4
3,19,0,2,7,1.142857143,161,0.5,5,True,True,0.8840583607762692,True,0.9,True,0.8687560794290349,RandomForest,RandomForest,True,0.9
1,29,0,0,24,0.388888889,629,1.0,1,False,True,0.6450538828146032,True,0.6,True,0.5618676778966354,RandomForest,RandomForest,True,0.6
2,14,45,2,10,1.111111111,52,0.5,0,True,True,0.540149005548983,True,0.8,True,0.6761227851810925,RandomForest,RandomForest,True,0.8
1,8,1,2,2,2.0,24,0.0,0,False,False,0.07007678293107522,False,0.34,False,0.2700739696466037,RandomForest,RandomForest,False,0.34
2,22,46,3,10,0.818181818,128,0.5,6,True,True,0.8920521662107134,True,1.0,True,0.9454006455985332,RandomForest,RandomForest,True,1.0
3,65,0,3,9,0.375,644,0.0,5,True,True,0.9760174504028204,True,0.8,True,0.5953959915952792,RandomForest,RandomForest,True,0.8
1,29,0,4,24,0.388888889,629,1.0,1,False,True,0.6427372789263855,True,0.6,True,0.5092123502254666,RandomForest,RandomForest,True,0.6
2,21,43,2,9,0.85,106,0.5,6,True,True,0.8858474410123133,True,1.0,True,0.9465887194965243,RandomForest,RandomForest,True,1.0
1,9,36,5,9,2.0,9,0.0,0,False,False,0.08294679842223589,False,0.2,False,0.2270882008823781,RandomForest,RandomForest,False,0.2
1,89,0,4,41,1.0,361,0.066666667,0,True,True,0.9699760853169948,False,0.4,True,0.5378425401805075,RandomForest,RandomForest,False,0.4
1,1,0,3,1,2.0,1,0.0,0,False,False,0.061224545026094576,False,0.0,False,0.08036688900221292,RandomForest,RandomForest,False,0.0
2,24,56,2,11,0.7777777779999999,141,0.666666667,6,True,True,0.8949433293172359,True,1.0,True,0.9246292069572524,RandomForest,RandomForest,True,1.0
2,23,46,2,10,0.818181818,122,0.5,6,True,True,0.8937935231563183,True,1.0,True,0.92596039336607,RandomForest,RandomForest,True,1.0
2,12,3,2,9,0.916666667,87,0.5,2,True,True,0.6442672062492693,True,0.9,True,0.7004404231499963,RandomForest,RandomForest,True,0.9
1,32,20,2,8,0.625,291,1.0,0,False,False,0.4783930935826433,True,0.7,True,0.5710531945202733,Voting,Voting,False,0.4783930935826433
2,21,49,2,9,0.85,106,0.5,6,True,True,0.8855524919168173,True,1.0,True,0.9573627662474741,RandomForest,RandomForest,True,1.0
2,49,0,8,11,0.757575758,269,0.333333333,5,False,True,0.9172770659712136,True,0.8,True,0.6939719204338421,RandomForest,RandomForest,True,0.8
2,24,46,1,10,1.0,145,0.166666667,6,True,True,0.8774207032865643,True,1.0,True,0.8506317544685478,RandomForest,RandomForest,True,1.0
2,50,327,2,28,0.7758620690000001,505,0.833333333,6,True,True,0.9731578285298438,True,0.9,True,0.8387764620353036,RandomForest,RandomForest,True,0.9
2,35,37,1,16,0.8067226890000001,287,0.571428571,6,True,True,0.9405876057578948,True,0.6,True,0.7224621239600114,RandomForest,RandomForest,True,0.6
1,51,3,0,6,0.083333333,282,1.0,0,False,True,0.5238785030468219,True,0.6,True,0.6814325975947843,RandomForest,RandomForest,True,0.6
2,13,36,2,9,1.125,62,0.0,0,True,True,0.5472677463967056,True,1.0,True,0.8869976209991559,RandomForest,RandomForest,True,1.0
1,24,4,1,2,0.333333333,146,1.0,0,False,False,0.12034460413683246,False,0.4,False,0.33452554497741177,RandomForest,RandomForest,False,0.4
2,23,46,2,10,0.818181818,122,0.5,6,True,True,0.8937935231563183,True,1.0,True,0.92596039336607,RandomForest,RandomForest,True,1.0
2,74,94,3,20,0.897435897,490,0.384615385,7,True,True,0.9901651618482338,True,1.0,True,0.7341337933983346,RandomForest,RandomForest,True,1.0
1,45,5,1,6,0.55,247,0.0,0,True,True,0.5660467826383236,True,0.7,True,0.6432090848077272,RandomForest,RandomForest,True,0.7
1,35,16,2,8,0.727272727,359,0.5555555560000001,0,True,True,0.5230649590943978,True,0.7,True,0.7212479826470323,RandomForest,RandomForest,True,0.7
2,12,4,0,4,0.666666667,44,1.0,1,False,False,0.2027686788316581,False,0.4,False,0.40572693660789694,RandomForest,RandomForest,False,0.4
2,15,4,3,5,0.428571429,90,1.0,1,False,False,0.20932895875093194,False,0.1,False,0.30552742455721993,RandomForest,RandomForest,False,0.1
2,41,6,1,2,0.75,181,1.0,1,False,False,0.28518822022397833,False,0.2,False,0.3381441410679089,RandomForest,RandomForest,False,0.2
2,40,103,2,16,0.848739496,327,0.0,6,True,True,0.9031475606575472,True,1.0,True,0.8066213332824564,RandomForest,RandomForest,True,1.0
2,64,162,3,46,0.861702128,891,0.95,6,True,True,0.978198894624654,True,0.9,True,0.9492790208262261,RandomForest,RandomForest,True,0.9
1,29,1,7,1,0.0,257,1.0,0,False,False,0.4912333062980924,False,0.1,False,0.3534778370350974,RandomForest,RandomForest,False,0.1
4,8,6,3,4,2.0,20,0.0,0,True,False,0.4073079678317944,True,0.7416666666666667,False,0.4487155851266501,RandomForest,RandomForest,True,0.7416666666666667
2,87,1362,17,17,0.927083333,1806,1.0,7,False,True,0.9642251443783724,True,0.7,True,0.6881526918459047,RandomForest,RandomForest,True,0.7
2,6,10,20,5,1.25,13,0.0,0,False,True,0.5337989379570229,True,0.7,False,0.3526753928630457,AdaBoost,AdaBoost,False,0.3526753928630457
1,19,15,2,5,2.0,171,0.0,0,True,False,0.4190258344817785,False,0.3,True,0.5368124036243861,AdaBoost,AdaBoost,True,0.5368124036243861
2,17,36,1,7,1.125,72,0.0,6,True,True,0.7700564182208257,True,1.0,True,0.9440001965139636,RandomForest,RandomForest,True,1.0
1,35,198,1,28,0.841750842,388,1.0,0,True,True,0.5781088559356364,True,0.6,True,0.5663202937492692,RandomForest,RandomForest,True,0.6
2,66,664,4,46,0.902083333,728,0.95,6,True,True,0.9615575145687676,True,0.9,True,0.8572348542294135,RandomForest,RandomForest,True,0.9
2,24,46,1,10,0.818181818,141,0.5,6,True,True,0.8579006185553005,True,1.0,True,0.9374318626691736,RandomForest,RandomForest,True,1.0
2,21,43,2,9,0.85,116,0.5,6,True,True,0.8471935496565551,True,1.0,True,0.9353328021198221,RandomForest,RandomForest,True,1.0
2,61,367,1,36,0.854054054,807,0.933333333,6,True,True,0.9681396983758224,True,1.0,True,0.7116805808109143,RandomForest,RandomForest,True,1.0
2,39,204,2,21,0.8826086959999999,418,0.7,6,True,True,0.9318078440731394,True,1.0,True,0.9344770270015832,RandomForest,RandomForest,True,1.0
2,60,187,4,34,0.747474747,728,0.8888888890000001,3,True,True,0.9489856657587868,True,1.0,True,0.8996069561765584,RandomForest,RandomForest,True,1.0
2,44,171,3,28,0.863888889,406,0.916666667,6,True,True,0.9445088701756092,True,1.0,True,0.959068109661154,RandomForest,RandomForest,True,1.0
2,13,36,2,9,1.125,62,0.0,0,True,True,0.5594695975647657,True,1.0,True,0.8915635432732324,RandomForest,RandomForest,True,1.0
1,17,9,4,11,0.25,85,1.0,0,False,False,0.1255915561964517,False,0.1,False,0.2479211187532885,RandomForest,RandomForest,False,0.1
1,21,3,0,2,2.0,112,0.0,0,False,False,0.08473670374438867,False,0.2,False,0.4745370742214193,RandomForest,RandomForest,False,0.2
1,24,1,1,1,0.75,121,1.0,0,False,False,0.10712407034182386,False,0.2,False,0.16648856038974544,RandomForest,RandomForest,False,0.2
2,22,46,3,10,0.818181818,128,0.5,6,True,True,0.8533035860762087,True,1.0,True,0.9676860678868546,RandomForest,RandomForest,True,1.0
1,4,6,1,4,2.0,4,0.0,0,False,False,0.397966119021318,True,0.6,True,0.7638395811200585,Voting,RandomForest,True,0.498983059510659
1,5,0,3,3,0.666666667,28,1.0,0,False,False,0.08740800622050303,False,0.1,False,0.3669679100092355,RandomForest,RandomForest,False,0.1
2,33,81,1,16,0.764705882,308,0.8,6,True,True,0.8904121359137354,True,1.0,True,0.8886572890988199,RandomForest,RandomForest,True,1.0
3,13,3,2,10,0.7222222220000001,73,0.5,2,True,True,0.7901190497763452,True,0.9,True,0.6136614769112956,RandomForest,RandomForest,True,0.9
1,11,0,2,5,0.0,170,1.0,0,True,False,0.1284731609290056,False,0.2,False,0.41907163654324736,RandomForest,RandomForest,False,0.2
1,34,0,2,10,0.566666667,210,1.0,0,False,False,0.14583438112597738,False,0.4,False,0.4641421199936046,RandomForest,RandomForest,False,0.4
1,16,9,5,3,1.164242424,1460,0.003636364,0,False,True,0.8020307453755086,False,0.4,True,0.5721241721699389,RandomForest,RandomForest,False,0.4
2,21,49,2,9,0.85,106,0.5,6,True,True,0.8468602015806573,True,1.0,True,0.9461659952628024,RandomForest,RandomForest,True,1.0
1,2,0,1,0,2.0,6,0.0,0,False,False,0.06109790564189167,False,0.0,False,0.05638026554944171,RandomForest,RandomForest,False,0.0
2,21,43,2,9,0.85,116,0.5,6,True,True,0.8471935496565551,True,1.0,True,0.9353328021198221,RandomForest,RandomForest,True,1.0
2,32,0,2,9,0.125,172,0.0,1,False,False,0.30239698064744464,False,0.5,True,0.5041325942047098,RandomForest,RandomForest,False,0.5
1,31,3,1,9,0.222222222,183,0.0,0,True,False,0.2336047701351648,False,0.3,False,0.4944932532587454,RandomForest,RandomForest,False,0.3
1,65,290,13,18,0.962648557,732,1.0,0,False,False,0.3870946941496245,True,0.8,True,0.54566471090011,Voting,Voting,False,0.3870946941496245
1,30,34,6,9,0.690909091,306,1.0,0,True,False,0.13451589936727856,False,0.4,False,0.4539080288594117,RandomForest,RandomForest,False,0.4
2,28,61,4,11,0.807692308,245,0.5,5,True,True,0.5028694505089155,True,0.6,True,0.5665642510308722,RandomForest,RandomForest,True,0.6
1,41,21,4,14,0.564102564,243,0.0,0,True,False,0.2501936519754886,False,0.4333333333333333,False,0.473530927234928,RandomForest,RandomForest,False,0.4333333333333333
2,22,2,2,8,0.666666667,202,0.166666667,2,True,True,0.6908519373163379,True,0.8,True,0.5981716385769871,RandomForest,RandomForest,True,0.8
2,23,54,2,10,0.909090909,117,0.333333333,6,True,True,0.8585339891337603,True,1.0,True,0.9317334897576636,RandomForest,RandomForest,True,1.0
2,47,28,1,11,0.636363636,353,1.0,6,False,True,0.5516887209671258,False,0.3,True,0.6329210423434852,RandomForest,RandomForest,False,0.3
2,46,105,1,20,0.920634921,422,0.4,6,True,True,0.9476043202403512,True,1.0,True,0.9021061199303116,RandomForest,RandomForest,True,1.0
1,5,0,1,4,1.125,33,0.25,0,False,False,0.4509213383934219,True,0.5333333333333333,False,0.4570936921609906,RandomForest,RandomForest,True,0.5333333333333333
4,8,6,2,4,2.0,20,0.0,0,True,False,0.2278465718549456,False,0.3,False,0.298385990496011,RandomForest,RandomForest,False,0.3
2,22,54,2,10,0.954545455,119,0.25,6,True,True,0.8501358045265088,True,1.0,True,0.9323302018789892,RandomForest,RandomForest,True,1.0
1,20,0,2,3,0.369047619,441,1.0,0,True,False,0.12957136309385686,False,0.4,True,0.5260793680502208,AdaBoost,AdaBoost,True,0.5260793680502208
2,32,72,3,15,0.791666667,282,0.833333333,6,True,True,0.8835410064936369,True,1.0,True,0.9459397079994764,RandomForest,RandomForest,True,1.0
2,24,46,1,10,0.818181818,141,0.5,6,True,True,0.8655217202124824,True,1.0,True,0.9063038691539708,RandomForest,RandomForest,True,1.0
2,22,46,2,10,0.818181818,127,0.5,6,True,True,0.8621269662340625,True,1.0,True,0.9329704569572392,RandomForest,RandomForest,True,1.0
3,28,120,1,16,1.066666667,104,0.0,0,True,True,0.733345880184184,True,0.9,True,0.7285600346812087,RandomForest,RandomForest,True,0.9
1,6,15,6,6,2.0,6,0.0,0,False,False,0.06994043855048257,False,0.2,False,0.19214756297277505,RandomForest,RandomForest,False,0.2
2,14,45,2,10,1.111111111,67,0.333333333,0,True,True,0.5672898488723245,True,1.0,True,0.9201670971637644,RandomForest,RandomForest,True,1.0
3,34,19,2,13,1.076923077,379,1.0,4,True,True,0.523394421270437,False,0.4,True,0.5771214803985041,RandomForest,RandomForest,False,0.4
1,30,48,2,9,0.818181818,322,1.0,0,True,False,0.463663769432531,True,0.7,True,0.5785611528195227,RandomForest,RandomForest,True,0.7
3,9,10,1,5,1.25,28,0.0,3,True,True,0.7226519221907196,True,1.0,True,0.8470067108360947,RandomForest,RandomForest,True,1.0
1,0,0,4,0,2.0,0,0.0,0,False,False,0.05712607654278695,False,0.0,False,0.08495092808351712,RandomForest,RandomForest,False,0.0
3,15,26,2,7,0.857142857,219,0.25,1,True,False,0.4149789000538999,True,0.8,True,0.5848306984007264,RandomForest,RandomForest,True,0.8
2,23,0,7,8,0.14285714300000002,115,1.0,1,False,False,0.2388813061318837,False,0.4,True,0.5940832467411034,RandomForest,RandomForest,False,0.4
2,41,0,0,22,0.7173913040000001,411,0.875,6,True,True,0.9389582117560844,True,0.9,True,0.7772690844618194,RandomForest,RandomForest,True,0.9
1,6,2,3,4,0.75,36,1.0,0,False,False,0.09347607154679204,False,0.2,False,0.2205595644748043,RandomForest,RandomForest,False,0.2
3,7,4,3,5,0.5,29,1.0,0,False,True,0.6220436321235895,True,0.8,True,0.7011822472606645,RandomForest,RandomForest,True,0.8
3,24,0,2,8,0.666666667,171,0.5,6,True,True,0.9295429809119201,True,1.0,True,0.8692791716333529,RandomForest,RandomForest,True,1.0
1,17,0,3,3,0.0,116,1.0,0,False,False,0.4710162455549041,False,0.4,False,0.478526702174802,RandomForest,RandomForest,False,0.4
1,2,0,0,1,2.0,51,0.0,0,True,False,0.393320027443246,False,0.1,False,0.3564910329741362,RandomForest,RandomForest,False,0.1
1,165,62,1,5,0.818181818,1358,0.5,0,True,True,0.9578664716027148,True,0.8,True,0.5507042796290846,RandomForest,RandomForest,True,0.8
2,54,348,6,35,0.843253968,661,0.928571429,6,True,True,0.9676953771872118,True,1.0,True,0.901293916439562,RandomForest,RandomForest,True,1.0
1,25,24,6,8,0.8636363640000001,319,1.0,0,False,False,0.4525819377121026,True,0.6,False,0.4806666231641655,RandomForest,RandomForest,True,0.6
2,22,54,2,10,0.818181818,117,0.5,6,True,True,0.8617613805108846,True,1.0,True,0.9330433056773554,RandomForest,RandomForest,True,1.0
2,48,44,4,13,0.75,298,1.0,6,True,True,0.5597255283783599,False,0.2,True,0.5215048511309227,RandomForest,RandomForest,False,0.2
2,24,46,0,10,0.818181818,141,0.5,6,True,True,0.8661679689573653,True,0.8,True,0.9192422091343252,RandomForest,RandomForest,True,0.8
1,104,87,5,22,0.7482758620000001,1151,0.6,0,True,True,0.9316494893094664,True,0.8,True,0.6743918226977779,RandomForest,RandomForest,True,0.8
2,30,107,2,16,0.794117647,259,0.833333333,6,True,True,0.8838622407899414,True,1.0,True,0.7596701512484815,RandomForest,RandomForest,True,1.0
1,24,2,0,4,0.666666667,117,0.0,0,False,False,0.3596582436514908,False,0.5,False,0.4867456246538177,RandomForest,RandomForest,False,0.5
1,56,197,4,16,0.8138528140000001,378,0.545454545,0,True,True,0.6280433240206393,True,0.9,True,0.7075674656271774,RandomForest,RandomForest,True,0.9
1,17,0,2,7,0.571428571,134,1.0,0,False,False,0.4527841881280342,False,0.5,True,0.5796935751765491,RandomForest,RandomForest,False,0.5
2,32,114,2,18,0.894736842,361,0.5,6,True,True,0.9170279815960533,True,1.0,True,0.9104147920017744,RandomForest,RandomForest,True,1.0
1,53,331,3,24,0.8735632179999999,767,0.0,0,True,False,0.4310063803433444,True,0.7666666666666667,False,0.4955614736760892,RandomForest,RandomForest,True,0.7666666666666667
1,2,1,5,2,2.0,2,0.0,0,False,False,0.05842188982063917,False,0.0,False,0.06994824380282309,RandomForest,RandomForest,False,0.0
1,376,6636,5,95,0.942356419,3629,0.72972973,0,True,True,0.6671765514981076,True,0.8,True,0.8600240686110584,RandomForest,RandomForest,True,0.8
1,1,0,6,1,2.0,1,0.0,0,False,False,0.05625030812550818,False,0.0,False,0.0533261110450729,RandomForest,RandomForest,False,0.0
2,23,25,3,9,0.8,183,0.5,6,True,True,0.9112142923396601,True,1.0,True,0.8922206145358853,RandomForest,RandomForest,True,1.0
1,28,0,2,7,0.571428571,426,1.0,0,True,False,0.4698019109843123,False,0.5,True,0.5013393686238301,AdaBoost,AdaBoost,True,0.5013393686238301
1,43,595,184,32,2.0,379,0.0,0,True,True,0.5251062063855843,True,0.6,True,0.5054097296359434,RandomForest,RandomForest,True,0.6
2,8,21,0,7,1.0,26,1.0,2,True,False,0.2729314482802381,False,0.3,True,0.5426565280175231,AdaBoost,AdaBoost,True,0.5426565280175231
1,2,1,5,2,2.0,2,0.0,0,False,False,0.05842188982063917,False,0.0,False,0.06994824380282309,RandomForest,RandomForest,False,0.0
2,21,49,2,9,0.933333333,106,0.333333333,6,True,True,0.905259424639655,True,1.0,True,0.947888575506545,RandomForest,RandomForest,True,1.0
2,15,45,2,10,1.111111111,59,0.333333333,0,True,True,0.6022974220273005,True,1.0,True,0.9281568545301434,RandomForest,RandomForest,True,1.0
2,31,43,1,15,0.833333333,229,0.666666667,5,False,True,0.5766492789830965,False,0.3,False,0.3333364683213783,RandomForest,RandomForest,False,0.3
3,8,10,2,4,1.25,26,0.0,2,True,True,0.7741438479305448,True,0.9333333333333332,True,0.6849835408377866,RandomForest,RandomForest,True,0.9333333333333332
2,51,0,3,26,0.731481481,237,0.75,6,True,True,0.9770402311116699,True,0.8,True,0.7180419958683197,RandomForest,RandomForest,True,0.8
2,23,0,10,11,0.642857143,271,1.0,2,False,True,0.6962669239633729,False,0.4,False,0.3921264999175135,RandomForest,RandomForest,False,0.4
2,14,33,1,11,0.9,66,0.75,2,True,True,0.7080280323390499,True,1.0,True,0.6707194224144958,RandomForest,RandomForest,True,1.0
1,62,15,2,6,0.644444444,785,1.0,0,True,True,0.6209381161136093,True,0.6,True,0.6511625505073099,RandomForest,RandomForest,True,0.6
2,47,195,3,27,0.875,484,0.833333333,5,True,True,0.9541389534831404,True,0.8,True,0.7809764632488934,RandomForest,RandomForest,True,0.8
2,36,221,5,21,0.727272727,350,0.75,6,True,True,0.9451156177244702,True,1.0,True,0.965022094924308,RandomForest,RandomForest,True,1.0
2,39,1,8,12,0.692307692,243,0.5,6,True,True,0.6099253318698031,True,0.6,True,0.6550539432943226,RandomForest,RandomForest,True,0.6
3,8,10,1,4,1.25,26,0.0,2,True,True,0.7770939188321195,True,1.0,True,0.8573284537802499,RandomForest,RandomForest,True,1.0
1,9,0,1,3,0.0,86,0.0,0,False,False,0.1930475989650645,False,0.4,True,0.5009758834577819,RandomForest,RandomForest,False,0.4
2,29,34,2,13,0.854166667,179,0.5,5,False,True,0.9047122344891496,True,1.0,True,0.6927327813543915,RandomForest,RandomForest,True,1.0
2,23,66,2,11,0.805555556,140,0.666666667,6,True,True,0.9062675488048972,True,1.0,True,0.9800513708681252,RandomForest,RandomForest,True,1.0
2,13,36,2,9,1.125,62,0.0,0,True,True,0.5915558695255316,True,1.0,True,0.9194416965764152,RandomForest,RandomForest,True,1.0
1,56,60,25,12,1.0,415,0.25,0,True,True,0.7755879662464092,False,0.3,True,0.5768926412265848,RandomForest,RandomForest,False,0.3
1,20,9,2,7,0.833333333,173,1.0,0,True,False,0.10411224554418942,False,0.3,True,0.5517103961638894,AdaBoost,AdaBoost,True,0.5517103961638894
2,14,45,2,10,1.111111111,63,0.333333333,0,True,True,0.6006242296320606,True,1.0,True,0.9290506302050152,RandomForest,RandomForest,True,1.0
2,21,49,2,9,0.933333333,107,0.333333333,6,True,True,0.9052661268316824,True,1.0,True,0.9476216901011628,RandomForest,RandomForest,True,1.0
2,108,1491,5,56,0.957965532,1287,0.487179487,6,True,True,0.9588266972221398,True,0.9,True,0.77184705976053,RandomForest,RandomForest,True,0.9
1,4,6,3,4,2.0,4,0.0,0,False,False,0.0625978284512538,False,0.0,False,0.3000671495750431,RandomForest,RandomForest,False,0.0
2,35,109,1,17,0.817460317,265,0.857142857,6,True,True,0.9292616260461588,True,1.0,True,0.8567216123336729,RandomForest,RandomForest,True,1.0
1,49,0,0,4,0.0,492,1.0,0,True,False,0.1726280445144831,False,0.5,False,0.4431883962308081,RandomForest,RandomForest,False,0.5
